variant_name,source_kind,role,config_path,binary_path,selected_feature_count,selected_features,board_family,search_tier,eval_tier,feature_count_bin,stratum,derive_build_sec,perft_sec,correctness_sec,total_sec,uci_smoke,uci_smoke_error,perft_pass,correctness_pass,screen_pass,derive_selected_count,perft_d1,perft_d2,perft_d3,perft_d4,perft_d5
stratified_variant_70,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_70.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_70,25,Bitboards|Castling|Connected Pawn|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|King Pressure|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Pawn Hash Table|Quiescence Search|Razoring|Replacement Schemes|Static Exchange Evaluation|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Bitboards,negamax,rich_eval,medium,Bitboards__negamax__rich_eval,0.42,0.264,0.478,1.161,PASS,,PASS,PASS,PASS,25,20,400,8902,197281,4865609
stratified_variant_71,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_71.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_71,33,0x88|Alpha-Beta|Castling|Connected Pawn|Copy-Make|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Isolated Pawn|Killer Heuristic|King Pressure|Legal Move Generation|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Passed Pawn|Pawn Hash Table|Piece-Square Tables|Principal Variation Search|Quiescence Search|Rook on Open File|Rook Semi-Open File|Static Exchange Evaluation|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,0x88,pruning_full,rich_eval,high,0x88__pruning_full__rich_eval,0.449,0.309,0.011,0.769,PASS,,PASS,PASS,PASS,33,20,400,8902,197281,4865609
stratified_variant_72,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_72.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_72,28,Alpha-Beta|Bishop Pair|Castling|Copy-Make|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Iterative Deepening|Killer Heuristic|King Activity|King Pressure|Legal Move Generation|Mailbox|Make Move|Minimax|Move Generation|Move Ordering|Null Move Pruning|Opening Book|Principal Variation Search|Quiescence Search|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,Mailbox,minimax,rich_eval,medium,Mailbox__minimax__rich_eval,0.423,0.237,0.01,0.67,PASS,,PASS,PASS,PASS,28,20,400,8902,197281,4865609
stratified_variant_73,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_73.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_73,31,Alpha-Beta|Aspiration Windows|Bitboards|Castling|Connected Pawn|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Iterative Deepening|King Activity|King Shelter|Legal Move Generation|Make Move|Minimax|Move Generation|Null Move Pruning|Piece Lists|Piece-Square Tables|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Razoring|Rook Semi-Open File|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,Bitboards,minimax,rich_eval,high,Bitboards__minimax__rich_eval,0.433,0.267,0.011,0.71,PASS,,PASS,PASS,PASS,31,20,400,8902,197281,4865609
stratified_variant_74,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_74.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_74,27,Alpha-Beta|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Isolated Pawn|Killer Heuristic|Late Move Reductions|Legal Move Generation|Mailbox|Make Move|Move Generation|Move Ordering|Negamax|Passed Pawn|Pawn Hash Table|Principal Variation Search|Pseudo-Legal Move Generation|Replacement Schemes|Rook on Open File|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Mailbox,pruning_full,rich_eval,medium,Mailbox__pruning_full__rich_eval,0.407,0.219,0.009,0.635,PASS,,PASS,PASS,PASS,27,20,400,8902,197281,4865609
stratified_variant_75,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_75.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_75,29,Alpha-Beta|Aspiration Windows|Bishop Pair|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|King Activity|King Pressure|King Shelter|Late Move Reductions|Legal Move Generation|Mailbox|Make Move|Move Generation|Negamax|Null Move Pruning|Opening Book|Passed Pawn|Pawn Hash Table|Piece Lists|Piece-Square Tables|Tapered Eval|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,Mailbox,alpha_beta,rich_eval,medium,Mailbox__alpha_beta__rich_eval,0.465,0.221,0.008,0.694,PASS,,PASS,PASS,PASS,29,20,400,8902,197281,4865609
stratified_variant_76,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_76.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_76,25,10x12 Board|Alpha-Beta|Aspiration Windows|Bishop Pair|Castling|Connected Pawn|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Killer Heuristic|King Pressure|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Passed Pawn|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,10x12 Board,alpha_beta,rich_eval,medium,10x12 Board__alpha_beta__rich_eval,0.418,0.224,0.008,0.65,PASS,,PASS,PASS,PASS,25,20,400,8902,197281,4865609
stratified_variant_77,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_77.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_77,31,10x12 Board|Alpha-Beta|Bishop Pair|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Hash Move|Iterative Deepening|Killer Heuristic|King Pressure|King Shelter|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Opening Book|Passed Pawn|Rook on Open File|Rook Semi-Open File|Static Exchange Evaluation|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,10x12 Board,minimax,rich_eval,high,10x12 Board__minimax__rich_eval,0.469,0.203,0.01,0.681,PASS,,PASS,PASS,PASS,31,20,400,8902,197281,4865609
stratified_variant_78,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_78.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_78,23,0x88|Alpha-Beta|Castling|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Isolated Pawn|King Activity|King Shelter|Legal Move Generation|Make Move|Mobility|Move Generation|Negamax|Quiescence Search|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,0x88,alpha_beta,rich_eval,medium,0x88__alpha_beta__rich_eval,0.403,0.234,0.03,0.667,PASS,,PASS,PASS,PASS,23,20,400,8902,197281,4865609
stratified_variant_79,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_79.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_79,22,Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Killer Heuristic|King Activity|King Pressure|Legal Move Generation|Mailbox|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Pondering|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,Mailbox,negamax,rich_eval,medium,Mailbox__negamax__rich_eval,0.419,0.24,0.012,0.671,PASS,,PASS,PASS,PASS,22,20,400,8902,197281,4865609
stratified_variant_80,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_80.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_80,33,Alpha-Beta|Bitboards|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Isolated Pawn|Iterative Deepening|Killer Heuristic|King Activity|King Pressure|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Null Move Pruning|Pawn Hash Table|Pondering|Razoring|Rook on Open File|Rook Semi-Open File|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Bitboards,pruning_full,rich_eval,high,Bitboards__pruning_full__rich_eval,0.454,0.455,0.009,0.919,PASS,,PASS,PASS,PASS,33,20,400,8902,197281,4865609
stratified_variant_81,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_81.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_81,21,0x88|Bishop Pair|Castling|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Isolated Pawn|Killer Heuristic|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Opening Book|Quiescence Search|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,0x88,negamax,rich_eval,medium,0x88__negamax__rich_eval,0.41,0.21,0.119,0.739,PASS,,PASS,PASS,PASS,21,20,400,8902,197281,4865609
stratified_variant_82,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_82.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_82,28,0x88|Alpha-Beta|Bishop Pair|Castling|Connected Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Iterative Deepening|Legal Move Generation|Make Move|Minimax|Move Generation|Null Move Pruning|Passed Pawn|Pawn Hash Table|Piece Lists|Piece-Square Tables|Pondering|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Razoring|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,0x88,minimax,rich_eval,medium,0x88__minimax__rich_eval,0.438,0.276,0.015,0.729,PASS,,PASS,PASS,PASS,28,20,400,8902,197281,4865609
stratified_variant_83,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_83.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_83,28,10x12 Board|Alpha-Beta|Bishop Pair|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Hash Move|History Heuristic|Isolated Pawn|Iterative Deepening|King Pressure|King Shelter|Late Move Reductions|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Opening Book|Rook on Open File|Threefold Repetition|Transposition Table|UCI|Unmake Move,10x12 Board,pruning_full,rich_eval,medium,10x12 Board__pruning_full__rich_eval,0.432,0.214,0.01,0.656,PASS,,PASS,PASS,PASS,28,20,400,8902,197281,4865609
stratified_variant_84,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_84.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_84,27,10x12 Board|Bishop Pair|Castling|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|Isolated Pawn|Killer Heuristic|King Activity|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Passed Pawn|Pawn Hash Table|Piece-Square Tables|Quiescence Search|Razoring|Tapered Eval|Threefold Repetition|Time Management|UCI|Unmake Move|Zobrist Hashing,10x12 Board,negamax,rich_eval,medium,10x12 Board__negamax__rich_eval,0.403,0.254,0.22,0.876,PASS,,PASS,PASS,PASS,27,20,400,8902,197281,4865609
stratified_variant_85,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_85.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_85,28,Alpha-Beta|Bishop Pair|Bitboards|Castling|Connected Pawn|Copy-Make|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Pseudo-Legal Move Generation|Quiescence Search|Razoring|Replacement Schemes|Rook on Open File|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Bitboards,alpha_beta,rich_eval,medium,Bitboards__alpha_beta__rich_eval,0.419,0.303,0.01,0.732,PASS,,PASS,PASS,PASS,28,20,400,8902,197281,4865609
stratified_variant_86,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_86.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_86,23,Bitboards|Castling|Connected Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Isolated Pawn|King Pressure|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Opening Book|Piece Lists|Pondering|Quiescence Search|Razoring|Threefold Repetition|Transposition Table|UCI|Unmake Move,Bitboards,negamax,rich_eval,medium,Bitboards__negamax__rich_eval,0.454,0.444,0.451,1.348,PASS,,PASS,PASS,PASS,23,20,400,8902,197281,4865609
stratified_variant_87,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_87.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_87,26,0x88|Alpha-Beta|Castling|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|King Activity|King Shelter|Legal Move Generation|Make Move|Mobility|Move Generation|Negamax|Opening Book|Passed Pawn|Piece Lists|Piece-Square Tables|Principal Variation Search|Quiescence Search|Tapered Eval|Threefold Repetition|UCI|Unmake Move,0x88,pruning_full,rich_eval,medium,0x88__pruning_full__rich_eval,0.472,0.23,0.017,0.719,PASS,,PASS,PASS,PASS,26,20,400,8902,197281,4865609
stratified_variant_88,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_88.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_88,25,Alpha-Beta|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Isolated Pawn|King Shelter|Legal Move Generation|Mailbox|Make Move|Minimax|Move Generation|Move Ordering|Pawn Hash Table|Pseudo-Legal Move Generation|Replacement Schemes|Static Exchange Evaluation|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Mailbox,minimax,rich_eval,medium,Mailbox__minimax__rich_eval,0.408,0.221,0.009,0.638,PASS,,PASS,PASS,PASS,25,20,400,8902,197281,4865609
stratified_variant_89,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_89.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_89,27,Bitboards|Castling|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Isolated Pawn|King Shelter|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Opening Book|Passed Pawn|Piece Lists|Piece-Square Tables|Pondering|Rook Semi-Open File|Static Exchange Evaluation|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,Bitboards,minimax,rich_eval,medium,Bitboards__minimax__rich_eval,0.478,0.305,0.01,0.794,PASS,,PASS,PASS,PASS,27,20,400,8902,197281,4865609
stratified_variant_90,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_90.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_90,30,Alpha-Beta|Aspiration Windows|Castling|Copy-Make|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Iterative Deepening|King Activity|Legal Move Generation|Mailbox|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Piece Lists|Piece-Square Tables|Pondering|Replacement Schemes|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Mailbox,pruning_full,rich_eval,medium,Mailbox__pruning_full__rich_eval,0.491,0.248,0.01,0.749,PASS,,PASS,PASS,PASS,30,20,400,8902,197281,4865609
stratified_variant_91,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_91.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_91,25,Alpha-Beta|Aspiration Windows|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Isolated Pawn|King Shelter|Legal Move Generation|Mailbox|Make Move|Move Generation|Move Ordering|Negamax|Null Move Pruning|Piece-Square Tables|Replacement Schemes|Rook Semi-Open File|Threefold Repetition|Transposition Table|UCI|Unmake Move,Mailbox,alpha_beta,rich_eval,medium,Mailbox__alpha_beta__rich_eval,0.407,9.971,0.009,10.387,PASS,,PASS,PASS,PASS,25,20,400,8902,197281,4865609
stratified_variant_92,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_92.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_92,28,10x12 Board|Alpha-Beta|Aspiration Windows|Castling|Connected Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Killer Heuristic|King Pressure|Legal Move Generation|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Null Move Pruning|Opening Book|Passed Pawn|Pawn Hash Table|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,10x12 Board,alpha_beta,rich_eval,medium,10x12 Board__alpha_beta__rich_eval,0.443,0.274,0.01,0.727,PASS,,PASS,PASS,PASS,28,20,400,8902,197281,4865609
stratified_variant_93,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_93.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_93,27,10x12 Board|Alpha-Beta|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|King Activity|King Shelter|Late Move Reductions|Legal Move Generation|Make Move|Minimax|Mobility|Move Generation|Opening Book|Passed Pawn|Pseudo-Legal Move Generation|Quiescence Search|Replacement Schemes|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,10x12 Board,minimax,rich_eval,medium,10x12 Board__minimax__rich_eval,0.438,0.208,0.026,0.672,PASS,,PASS,PASS,PASS,27,20,400,8902,197281,4865609
stratified_variant_94,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_94.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_94,30,0x88|Alpha-Beta|Aspiration Windows|Castling|Connected Pawn|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Killer Heuristic|King Activity|King Pressure|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Opening Book|Passed Pawn|Piece Lists|Quiescence Search|Rook Semi-Open File|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,0x88,alpha_beta,rich_eval,medium,0x88__alpha_beta__rich_eval,0.481,0.257,0.011,0.749,PASS,,PASS,PASS,PASS,30,20,400,8902,197281,4865609
stratified_variant_95,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_95.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_95,23,Bishop Pair|Castling|Connected Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Isolated Pawn|Iterative Deepening|King Shelter|Legal Move Generation|Mailbox|Make Move|Move Generation|Move Ordering|Negamax|Opening Book|Replacement Schemes|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,Mailbox,negamax,rich_eval,medium,Mailbox__negamax__rich_eval,0.437,0.227,0.01,0.675,PASS,,PASS,PASS,PASS,23,20,400,8902,197281,4865609
stratified_variant_96,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_96.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_96,28,Alpha-Beta|Bishop Pair|Bitboards|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Killer Heuristic|King Shelter|Late Move Reductions|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Null Move Pruning|Passed Pawn|Piece-Square Tables|Principal Variation Search|Replacement Schemes|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,Bitboards,pruning_full,rich_eval,medium,Bitboards__pruning_full__rich_eval,0.431,0.267,0.009,0.707,PASS,,PASS,PASS,PASS,28,20,400,8902,197281,4865609
stratified_variant_97,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_97.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_97,29,0x88|Bishop Pair|Castling|Connected Pawn|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|History Heuristic|Isolated Pawn|King Activity|King Pressure|King Shelter|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Passed Pawn|Razoring|Rook Semi-Open File|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,0x88,negamax,rich_eval,medium,0x88__negamax__rich_eval,0.43,0.228,0.01,0.667,PASS,,PASS,PASS,PASS,29,20,400,8902,197281,4865609
stratified_variant_98,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_98.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_98,29,0x88|Alpha-Beta|Aspiration Windows|Castling|Copy-Make|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|History Heuristic|Killer Heuristic|King Activity|King Shelter|Legal Move Generation|Make Move|Minimax|Mobility|Move Generation|Move Ordering|Null Move Pruning|Opening Book|Pondering|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,0x88,minimax,rich_eval,medium,0x88__minimax__rich_eval,0.442,0.387,0.01,0.839,PASS,,PASS,PASS,PASS,29,20,400,8902,197281,4865609
stratified_variant_99,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_99.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_99,27,10x12 Board|Alpha-Beta|Castling|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|King Activity|King Pressure|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Null Move Pruning|Opening Book|Principal Variation Search|Pseudo-Legal Move Generation|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Time Management|UCI|Unmake Move|Zobrist Hashing,10x12 Board,pruning_full,rich_eval,medium,10x12 Board__pruning_full__rich_eval,0.416,0.25,0.008,0.675,PASS,,PASS,PASS,PASS,27,20,400,8902,197281,4865609
stratified_variant_100,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_100.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_100,33,10x12 Board|Bishop Pair|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Isolated Pawn|Iterative Deepening|Killer Heuristic|King Activity|King Pressure|King Shelter|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Pawn Hash Table|Piece Lists|Piece-Square Tables|Pondering|Pseudo-Legal Move Generation|Razoring|Rook on Open File|Rook Semi-Open File|Tapered Eval|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,10x12 Board,negamax,rich_eval,high,10x12 Board__negamax__rich_eval,0.429,0.21,0.009,0.648,PASS,,PASS,PASS,PASS,33,20,400,8902,197281,4865609
